"Player ID","Round","Pick","Ov Pick","Pos","Player","Team","Fantasy Team","Time (CEST)"
"*02oox*",1,1,1,"M","Kevin De Bruyne","MCI","Redford United","Sep 3, 2020 8:00:22"
"*05gcr*",1,2,2,"M","Bruno Miguel Borges Fernandes","MUN","Poor Man's Pirlo","Sep 3, 2020 8:00:41"
"*03jv0*",1,3,3,"F","Sadio Mane","LIV","Nimma Koempels","Sep 3, 2020 8:00:50"
"*03aqp*",1,4,4,"F","Mohamed Salah Ghaly","LIV","BarcelOna '53","Sep 3, 2020 8:01:06"
"*03srg*",1,5,5,"D","Trent Alexander-Arnold","LIV","Sjeeterboys","Sep 3, 2020 8:01:18"
"*02lkp*",1,6,6,"F","Raheem Sterling","MCI","Athletic de Bapao","Sep 3, 2020 8:01:26"
"*04mqy*",1,7,7,"F","Pierre-Emerick Aubameyang","ARS","NOAD Athletic","Sep 3, 2020 8:01:36"
"*03vlj*",1,8,8,"D","Virgil van Dijk","LIV","Pitch 'n Peuk FC","Sep 3, 2020 8:01:40"
"*05mxc*",1,9,9,"F","Timo Werner","CHE","SSC Fugazi","Sep 3, 2020 8:01:41"
"*04qrc*",1,10,10,"F","Raul Jimenez","WOL","Mövenpickje FC","Sep 3, 2020 8:02:33"
"*05mxb*",2,1,11,"M","Hakim Ziyech","CHE","Mövenpickje FC","Sep 3, 2020 8:02:41"
"*02lol*",2,2,12,"F","Harry Kane","TOT","SSC Fugazi","Sep 3, 2020 8:02:43"
"*03v9d*",2,3,13,"F","Heung-Min Son","TOT","Pitch 'n Peuk FC","Sep 3, 2020 8:02:56"
"*03dyk*",2,4,14,"F","Jamie Vardy","LEI","NOAD Athletic","Sep 3, 2020 8:03:27"
"*0414o*",2,5,15,"M","James Maddison","LEI","Athletic de Bapao","Sep 3, 2020 8:03:37"
"*03dxq*",2,6,16,"F","Danny Ings","SOU","Sjeeterboys","Sep 3, 2020 8:03:59"
"*03gu5*",2,7,17,"D","Andrew Robertson","LIV","BarcelOna '53","Sep 3, 2020 8:04:09"
"*03rxz*",2,8,18,"F","Roberto Firmino Barbosa de Oliveira","LIV","Nimma Koempels","Sep 3, 2020 8:04:31"
"*04adp*",2,9,19,"D","Aaron Wan-Bissaka","MUN","Poor Man's Pirlo","Sep 3, 2020 8:04:56"
"*03v6t*",2,10,20,"D","Ben Chilwell","CHE","Redford United","Sep 3, 2020 8:05:16"
"*03gu4*",3,1,21,"D","Harry Maguire","MUN","Redford United","Sep 3, 2020 8:05:33"
"*04u6q*",3,2,22,"D","Caglar Soyuncu","LEI","Poor Man's Pirlo","Sep 3, 2020 8:06:05"
"*02vlk*",3,3,23,"D","Cesar Azpilicueta","CHE","Nimma Koempels","Sep 3, 2020 8:06:21"
"*03ybi*",3,4,24,"F","Marcus Rashford","MUN","BarcelOna '53","Sep 3, 2020 8:06:26"
"*037mo*",3,5,25,"F","Willian Borges Da Silva","ARS","Sjeeterboys","Sep 3, 2020 8:06:52"
"*04tm0*",3,6,26,"D","Lucas Digne","EVE","Athletic de Bapao","Sep 3, 2020 8:07:00"
"*04kj7*",3,7,27,"D","Serge Aurier","TOT","NOAD Athletic","Sep 3, 2020 8:07:17"
"*04fk5*",3,8,28,"G","Ederson Santana de Moraes","MCI","Pitch 'n Peuk FC","Sep 3, 2020 8:07:33"
"*04sjt*",3,9,29,"G","Alisson Ramses Becker","LIV","SSC Fugazi","Sep 3, 2020 8:07:34"
"*02oq8*",3,10,30,"M","James Ward-Prowse","SOU","Mövenpickje FC","Sep 3, 2020 8:07:48"
"*05o2l*",4,1,31,"M","Donny van de Beek","MUN","Mövenpickje FC","Sep 3, 2020 8:08:33"
"*03dyp*",4,2,32,"F","Riyad Mahrez","MCI","SSC Fugazi","Sep 3, 2020 8:08:35"
"*02lnq*",4,3,33,"M","Paul Pogba","MUN","Pitch 'n Peuk FC","Sep 3, 2020 8:09:11"
"*04aiz*",4,4,34,"M","Wilfred Ndidi","LEI","NOAD Athletic","Sep 3, 2020 8:09:27"
"*04yim*",4,5,35,"M","Christian Pulisic","CHE","Athletic de Bapao","Sep 3, 2020 8:09:48"
"*04agz*",4,6,36,"M","Declan Rice","WHU","Sjeeterboys","Sep 3, 2020 8:10:09"
"*04io4*",4,7,37,"F","Richarlison de Andrade","EVE","BarcelOna '53","Sep 3, 2020 8:10:42"
"*02m11*",4,8,38,"D","Matt Doherty","TOT","Nimma Koempels","Sep 3, 2020 8:11:32"
"*02ln1*",4,9,39,"G","David de Gea","MUN","Poor Man's Pirlo","Sep 3, 2020 8:11:52"
"*02w72*",4,10,40,"G","Hugo Lloris","TOT","Redford United","Sep 3, 2020 8:12:01"
"*055sk*",5,1,41,"F","Nicolas Pepe","ARS","Redford United","Sep 3, 2020 8:12:07"
"*05nt7*",5,2,42,"D","Thiago Emiliano da Silva","CHE","Poor Man's Pirlo","Sep 3, 2020 8:12:20"
"*02lm7*",5,3,43,"M","Jack Grealish","AVL","Nimma Koempels","Sep 3, 2020 8:13:00"
"*02ln2*",5,4,44,"D","Jonny Evans","LEI","BarcelOna '53","Sep 3, 2020 8:13:13"
"*03dxv*",5,5,45,"G","Kasper Schmeichel","LEI","Sjeeterboys","Sep 3, 2020 8:13:25"
"*03u2b*",5,6,46,"F","Adama Traore","WOL","Athletic de Bapao","Sep 3, 2020 8:13:30"
"*04t3s*",5,7,47,"M","Joao Filipe Iria Santos Moutinho","WOL","NOAD Athletic","Sep 3, 2020 8:13:41"
"*02y6o*",5,8,48,"D","Nathan Ake","MCI","Pitch 'n Peuk FC","Sep 3, 2020 8:14:02"
"*04qfy*",5,9,49,"D","Ricardo Domingos Barbosa Pereira","LEI","SSC Fugazi","Sep 3, 2020 8:14:51"
"*02rlq*",5,10,50,"D","Chris Basham","SHU","Mövenpickje FC","Sep 3, 2020 8:15:16"
"*045c8*",6,1,51,"F","Gabriel Fernando de Jesus","MCI","Mövenpickje FC","Sep 3, 2020 8:16:09"
"*04mqu*",6,2,52,"D","Aymeric Laporte","MCI","SSC Fugazi","Sep 3, 2020 8:16:33"
"*02lun*",6,3,53,"F","Sergio Aguero","MCI","Pitch 'n Peuk FC","Sep 3, 2020 8:16:51"
"*04qor*",6,4,54,"G","Bernd Leno","ARS","NOAD Athletic","Sep 3, 2020 8:17:01"
"*03vlm*",6,5,55,"F","Anthony Martial","MUN","Athletic de Bapao","Sep 3, 2020 8:17:12"
"*04qr6*",6,6,56,"M","Ruben Diogo da Silva Neves","WOL","Sjeeterboys","Sep 3, 2020 8:17:19"
"*044ei*",6,7,57,"G","Nick Pope","BUR","BarcelOna '53","Sep 3, 2020 8:17:42"
"*0427d*",6,8,58,"D","James Tarkowski","BUR","Nimma Koempels","Sep 3, 2020 8:18:29"
"*04fw3*",6,9,59,"F","Alexandre Lacazette","ARS","Poor Man's Pirlo","Sep 3, 2020 8:18:39"
"*052cd*",6,10,60,"M","Mason Mount","CHE","Redford United","Sep 3, 2020 8:19:01"
"*03sgc*",7,1,61,"F","Jordan Ayew","CRY","Redford United","Sep 3, 2020 8:19:35"
"*0327v*",7,2,62,"F","Wilfried Zaha","CRY","Poor Man's Pirlo","Sep 3, 2020 8:19:54"
"*04abn*",7,3,63,"M","Harvey Barnes","LEI","Nimma Koempels","Sep 3, 2020 8:20:46"
"*03r93*",7,4,64,"D","Joseph Gomez","LIV","BarcelOna '53","Sep 3, 2020 8:20:51"
"*04qr0*",7,5,65,"D","Willy Boly","WOL","Sjeeterboys","Sep 3, 2020 8:20:58"
"*05749*",7,6,66,"D","Kieran Tierney","ARS","Athletic de Bapao","Sep 3, 2020 8:21:08"
"*04fk9*",7,7,67,"D","Jan Bednarek","SOU","NOAD Athletic","Sep 3, 2020 8:21:17"
"*04rhd*",7,8,68,"M","Fabio Henrique Tavares","LIV","Pitch 'n Peuk FC","Sep 3, 2020 8:21:44"
"*02lmo*",7,9,69,"D","Enda Stevens","SHU","SSC Fugazi","Sep 3, 2020 8:21:58"
"*02m5l*",7,10,70,"D","John Egan","SHU","Mövenpickje FC","Sep 3, 2020 8:22:16"
"*043qz*",8,1,71,"M","Pierre-Emile Hojbjerg","TOT","Mövenpickje FC","Sep 3, 2020 8:22:27"
"*051l0*",8,2,72,"D","Jack O'Connell","SHU","SSC Fugazi","Sep 3, 2020 8:22:52"
"*03278*",8,3,73,"M","Fernando Luiz Rosa","MCI","Pitch 'n Peuk FC","Sep 3, 2020 8:23:09"
"*04yo7*",8,4,74,"M","Youri Tielemans","LEI","NOAD Athletic","Sep 3, 2020 8:23:36"
"*056iw*",8,5,75,"F","Allan Saint-Maximin","NEW","Athletic de Bapao","Sep 3, 2020 8:23:51"
"*02lnn*",8,6,76,"M","Oliver Norwood","SHU","Sjeeterboys","Sep 3, 2020 8:24:29"
"*03srm*",8,7,77,"M","N'Golo Kante","CHE","BarcelOna '53","Sep 3, 2020 8:25:00"
"*04qra*",8,8,78,"M","Romain Saiss","WOL","Nimma Koempels","Sep 3, 2020 8:25:15"
"*05n0b*",8,9,79,"F","Matheus Fellipe Costa Pereira","WBA","Poor Man's Pirlo","Sep 3, 2020 8:25:23"
"*02lk5*",8,10,80,"M","Jordan Henderson","LIV","Redford United","Sep 3, 2020 8:25:30"
"*02llp*",9,1,81,"D","Patrick van Aanholt","CRY","Redford United","Sep 3, 2020 8:25:41"
"*05nnx*",9,2,82,"F","Rodrigo Moreno","LEE","Poor Man's Pirlo","Sep 3, 2020 8:26:26"
"*03v6s*",9,3,83,"D","Mason Holgate","EVE","Nimma Koempels","Sep 3, 2020 8:27:22"
"*04fk8*",9,4,84,"D","Victor Lindelof","MUN","BarcelOna '53","Sep 3, 2020 8:27:28"
"*04e1c*",9,5,85,"D","Lewis Dunk","BHA","Sjeeterboys","Sep 3, 2020 8:27:36"
"*0570n*",9,6,86,"D","Joao Pedro Cavaco Cancelo","MCI","Athletic de Bapao","Sep 3, 2020 8:27:43"
"*05n04*",9,7,87,"M","Mateusz Klich","LEE","NOAD Athletic","Sep 3, 2020 8:27:54"
"*03mml*",9,8,88,"M","Dele Alli","TOT","Pitch 'n Peuk FC","Sep 3, 2020 8:28:17"
"*04spy*",9,9,89,"F","Mason Greenwood","MUN","SSC Fugazi","Sep 3, 2020 8:28:27"
"*02lsa*",9,10,90,"D","Dan Burn","BHA","Mövenpickje FC","Sep 3, 2020 8:28:53"
"*051k7*",10,1,91,"D","Reece James","CHE","Mövenpickje FC","Sep 3, 2020 8:29:41"
"*04tcc*",10,2,92,"D","Jonathan Castro Otto","WOL","SSC Fugazi","Sep 3, 2020 8:29:49"
"*049tq*",10,3,93,"F","Dominic Calvert-Lewin","EVE","Pitch 'n Peuk FC","Sep 3, 2020 8:30:16"
"*056ir*",10,4,94,"D","Adam Webster","BHA","NOAD Athletic","Sep 3, 2020 8:30:35"
"*04rzm*",10,5,95,"G","Rui Pedro dos Santos Patricio","WOL","Athletic de Bapao","Sep 3, 2020 8:30:47"
"*02rll*",10,6,96,"M","Nathan Redmond","SOU","Sjeeterboys","Sep 3, 2020 8:30:58"
"*04g1w*",10,7,97,"D","Antonio Rudiger","CHE","BarcelOna '53","Sep 3, 2020 8:31:02"
"*02w6w*",10,8,98,"M","Ashley Westwood","BUR","Nimma Koempels","Sep 3, 2020 8:31:07"
"*0574a*",10,9,99,"M","Giovani Lo Celso","TOT","Poor Man's Pirlo","Sep 3, 2020 8:31:16"
"*03vll*",10,10,100,"F","Michail Antonio","WHU","Redford United","Sep 3, 2020 8:31:27"
"*0327r*",11,1,101,"D","Michael Keane","EVE","Redford United","Sep 3, 2020 8:31:47"
"*04y92*",11,2,102,"M","Bukayo Saka","ARS","Poor Man's Pirlo","Sep 3, 2020 8:32:15"
"*05gcp*",11,3,103,"M","Tomas Soucek","WHU","Nimma Koempels","Sep 3, 2020 8:32:22"
"*04ami*",11,4,104,"M","Luka Milivojevic","CRY","BarcelOna '53","Sep 3, 2020 8:32:27"
"*02lpn*",11,5,105,"M","Eric Dier","TOT","Sjeeterboys","Sep 3, 2020 8:33:06"
"*04p0d*",11,6,106,"M","Dwight McNeil","BUR","Athletic de Bapao","Sep 3, 2020 8:33:13"
"*03arh*",11,7,107,"D","Kurt Zouma","CHE","NOAD Athletic","Sep 3, 2020 8:33:33"
"*0410j*",11,8,108,"F","Tammy Abraham","CHE","Pitch 'n Peuk FC","Sep 3, 2020 8:33:43"
"*0524k*",11,9,109,"M","Rodrigo Hernandez Cascante","MCI","SSC Fugazi","Sep 3, 2020 8:33:51"
"*04amh*",11,10,110,"G","Aaron Ramsdale","SHU","Mövenpickje FC","Sep 3, 2020 8:34:23"
"*03scr*",12,1,111,"F","Aleksandar Mitrovic","FUL","Mövenpickje FC","Sep 3, 2020 8:34:53"
"*04e1h*",12,2,112,"M","Dale Stephens","BHA","SSC Fugazi","Sep 3, 2020 8:35:09"
"*04u6i*",12,3,113,"M","Leander Dendoncker","WOL","Pitch 'n Peuk FC","Sep 3, 2020 8:35:14"
"*02m5b*",12,4,114,"F","Chris Wood","BUR","NOAD Athletic","Sep 3, 2020 8:35:25"
"*051kz*",12,5,115,"D","George Baldock","SHU","Athletic de Bapao","Sep 3, 2020 8:35:31"
"*02m79*",12,6,116,"D","Ryan Bertrand","SOU","Sjeeterboys","Sep 3, 2020 8:36:31"
"*04fk6*",12,7,117,"M","Bernardo Mota Veiga de Carvalho e Silva","MCI","BarcelOna '53","Sep 3, 2020 8:36:40"
"*02lla*",12,8,118,"M","James McArthur","CRY","Nimma Koempels","Sep 3, 2020 8:37:22"
"*04abb*",12,9,119,"M","Phil Foden","MCI","Poor Man's Pirlo","Sep 3, 2020 8:37:33"
"*052ka*",12,10,120,"F","Sebastien Haller","WHU","Redford United","Sep 3, 2020 8:37:40"
"*03eke*",13,1,121,"F","Ayoze Perez","LEI","Redford United","Sep 3, 2020 8:37:46"
"*02lp9*",13,2,122,"D","Kyle Walker","MCI","Poor Man's Pirlo","Sep 3, 2020 8:38:09"
"*03juz*",13,3,123,"D","Toby Alderweireld","TOT","Nimma Koempels","Sep 3, 2020 8:38:48"
"*0435m*",13,4,124,"M","Granit Xhaka","ARS","BarcelOna '53","Sep 3, 2020 8:38:57"
"*05nzu*",13,5,125,"D","Gabriel dos Santos Magalhaes","ARS","Sjeeterboys","Sep 3, 2020 8:39:00"
"*02lkm*",13,6,126,"M","Jonjo Shelvey","NEW","Athletic de Bapao","Sep 3, 2020 8:39:25"
"*04qr8*",13,7,127,"F","Diogo Jose Teixeira da Silva","WOL","NOAD Athletic","Sep 3, 2020 8:39:34"
"*03rec*",13,8,128,"D","Tyrone Mings","AVL","Pitch 'n Peuk FC","Sep 3, 2020 8:40:14"
"*02m2u*",13,9,129,"M","Gylfi Sigurdsson","EVE","SSC Fugazi","Sep 3, 2020 8:40:43"
"*05gcn*",13,10,130,"F","Steven Bergwijn","TOT","Mövenpickje FC","Sep 3, 2020 8:41:00"
"*02w3x*",14,1,131,"M","Pablo Hernandez Dominguez","LEE","Mövenpickje FC","Sep 3, 2020 8:41:58"
"*04idk*",14,2,132,"M","Davy Propper","BHA","SSC Fugazi","Sep 3, 2020 8:42:48"
"*03rxi*",14,3,133,"M","Georginio Wijnaldum","LIV","Pitch 'n Peuk FC","Sep 3, 2020 8:43:27"
"*02m66*",14,4,134,"D","Marcos Alonso","CHE","NOAD Athletic","Sep 3, 2020 8:44:13"
"*0477b*",14,5,135,"F","Oliver McBurnie","SHU","Athletic de Bapao","Sep 3, 2020 8:44:40"
"*0521z*",14,6,136,"D","James Justin","LEI","Sjeeterboys","Sep 3, 2020 8:44:47"
"*02m7w*",14,7,137,"D","David Luiz Moreira Marinho","ARS","BarcelOna '53","Sep 3, 2020 8:44:54"
"*046c5*",14,8,138,"F","Jarrod Bowen","WHU","Nimma Koempels","Sep 3, 2020 8:45:37"
"*04u6o*",14,9,139,"D","Joe Bryan","FUL","Poor Man's Pirlo","Sep 3, 2020 8:45:44"
"*02oq6*",14,10,140,"D","Luke Shaw","MUN","Redford United","Sep 3, 2020 8:45:51"
"*02onj*",15,1,141,"M","Mark Noble","WHU","Redford United","Sep 3, 2020 8:46:01"
"*02lpf*",15,2,142,"M","Ross Barkley","CHE","Poor Man's Pirlo","Sep 3, 2020 8:46:33"
"*0435s*",15,3,143,"D","Joel Matip","LIV","Nimma Koempels","Sep 3, 2020 8:47:06"
"*04s8k*",15,4,144,"M","Jorge Luiz Frello Filho","CHE","BarcelOna '53","Sep 3, 2020 8:47:21"
"*056mf*",15,5,145,"F","Neal Maupay","BHA","Sjeeterboys","Sep 3, 2020 8:47:26"
"*03ena*",15,6,146,"D","Aaron Cresswell","WHU","Athletic de Bapao","Sep 3, 2020 8:47:34"
"*05mzw*",15,7,147,"D","Luke Ayling","LEE","NOAD Athletic","Sep 3, 2020 8:47:41"
"*03g40*",15,8,148,"F","Kelechi Iheanacho","LEI","Pitch 'n Peuk FC","Sep 3, 2020 8:47:55"
"*04jyc*",15,9,149,"D","Davinson Sanchez","TOT","SSC Fugazi","Sep 3, 2020 8:48:14"
"*0558w*",15,10,150,"D","William Saliba","ARS","Mövenpickje FC","Sep 3, 2020 8:48:42"
