"ID","Player","Team","Position","RkOv","Status","Opponent","Score","Ros","+/-","GP","G","KP","SOT","TkW","DPt2","AP","CoSF","AER","CSD"
"*03aqp*","Mohamed Salah","LIV","M,F","2","MOV","CRY 1<br/>@LIV 1 F","100","-","-","38","29","89","61","11","1","853","97","9","0"
"*05trb*","Bryan Mbeumo","BRF","M,F","3","BAR","BRF 1<br/>@WOL 1 F","99.67","-","-","38","20","70","41","31","3","807","96","35","0"
"*067yz*","Matheus Cunha","WOL","M,F","8","SJB","BRF 1<br/>@WOL 1 F","89.1","-","-","33","15","57","44","22","4","753","132","13","0"
"*05l8q*","Cole Palmer","CHE","M,F","10","NOAD","CHE 1<br/>@NOT 0 F","87.94","-","-","37","15","89","51","20","7","1,089","111","2","0"
"*068y0*","Antoine Semenyo","BOU","M,F","11","NIM","LEI 0<br/>@BOU 2 F","86.94","-","-","37","11","46","41","35","9","780","106","67","0"
"*0646f*","Alexander Isak","NEW","F","12","PMP","EVE 1<br/>@NEW 0 F","86.56","-","-","34","23","42","46","5","1","507","56","27","0"
"*046c5*","Jarrod Bowen","WHU","M,F","14","MOV","WHU 3<br/>@IPS 1 F","84.71","-","-","34","13","51","37","26","1","554","95","12","0"
"*06ex4*","Josko Gvardiol","MCI","D","15","RED","MCI 2<br/>@FUL 0 F","84.19","-","-","37","5","26","12","39","2","2,310","52","54","13"
"*05yld*","Luis Diaz","LIV","M,F","17","NIM","CRY 1<br/>@LIV 1 F","83.29","-","-","36","13","56","30","26","2","711","84","14","0"
"*05gcr*","Bruno Fernandes","MUN","M,F","19","KLI","AVL 0<br/>@MUN 2 F","81.35","-","-","36","8","91","29","50","9","1,647","68","23","0"
"*02m5b*","Chris Wood","NOT","F","20","SJB","CHE 1<br/>@NOT 0 F","80.42","-","-","36","20","22","35","5","1","314","28","94","0"
"*061vq*","Erling Haaland","MCI","F","21","PMP","MCI 2<br/>@FUL 0 F","79.73","-","-","31","22","29","60","6","2","253","26","57","0"
"*04qrc*","Raul Jimenez","FUL","F","23","W_W","MCI 2<br/>@FUL 0 F","79.01","-","-","38","12","24","33","24","4","449","62","92","0"
"*038ze*","Alex Iwobi","FUL","M,F","24","BAR","MCI 2<br/>@FUL 0 F","78.82","-","-","38","9","59","29","25","1","1,101","66","7","0"
"*05nt6*","Eberechi Eze","CRY","M,F","25","BAR","CRY 1<br/>@LIV 1 F","78.52","-","-","34","8","58","29","22","1","746","118","7","0"
"*062ci*","Kaoru Mitoma","BHA","M,F","26","KLI","BHA 4<br/>@TOT 1 F","77.86","-","-","36","10","37","27","27","1","719","76","27","0"
"*05uor*","Yoane Wissa","BRF","M,F","27","OSW","BRF 1<br/>@WOL 1 F","77.47","-","-","35","19","28","43","12","5","447","66","30","0"
"*04yo7*","Youri Tielemans","AVL","M,F","28","NIM","AVL 0<br/>@MUN 2 F","77.1","-","-","36","3","61","13","58","4","1,662","87","24","0"
"*067zv*","Kevin Schade","BRF","M,F","30","OSW","BRF 1<br/>@WOL 1 F","76.07","-","-","38","11","23","27","25","3","288","68","90","0"
"*05r8o*","Jean-Philippe Mateta","CRY","F","31","KLI","CRY 1<br/>@LIV 1 F","75.73","-","-","37","14","29","33","12","2","286","48","64","0"
"*05ocl*","Ollie Watkins","AVL","F","32","OSW","AVL 0<br/>@MUN 2 F","75.71","-","-","38","16","25","40","7","2","307","43","52","0"
"*05ylj*","Bruno Guimaraes","NEW","M","33","SJB","EVE 1<br/>@NEW 0 F","75.07","-","-","38","5","52","15","47","7","1,471","142","19","0"
"*04adp*","Aaron Wan-Bissaka","WHU","D,M","35","ACB","WHU 3<br/>@IPS 1 F","73.25","-","-","36","2","33","5","49","1","1,244","91","23","5"
"*068ym*","Enzo Fernandez","CHE","M","36","NOAD","CHE 1<br/>@NOT 0 F","72.3","-","-","36","6","79","20","33","8","1,489","80","15","0"
"*03srg*","Trent Alexander-Arnold","LIV","D","38","W_W","CRY 1<br/>@LIV 1 F","72.05","-","-","33","3","53","8","50","5","1,256","26","3","13"
"*05os4*","Rayan Ait-Nouri","WOL","D,M","39","OSW","BRF 1<br/>@WOL 1 F","71.14","-","-","37","4","46","13","57","8","1,194","109","22","0"
"*03vlj*","Virgil van Dijk","LIV","D","40","MOV","CRY 1<br/>@LIV 1 F","70.68","-","-","37","3","12","8","20","5","2,680","16","119","14"
"*0522h*","Alexis Mac Allister","LIV","M","42","FA","CRY 1<br/>@LIV 1 F","69.74","-","-","35","5","45","14","58","6","1,242","56","19","0"
"*06p4j*","Noussair Mazraoui","MUN","D,M","43","RED","AVL 0<br/>@MUN 2 F","69.34","-","-","37","0","20","3","68","3","1,368","51","51","7"
"*06jgi*","Daniel Munoz","CRY","D,M","44","RED","CRY 1<br/>@LIV 1 F","68.96","-","-","37","4","46","18","80","10","855","40","58","0"
"*05748*","Ismaila Sarr","CRY","F","45","W_W","CRY 1<br/>@LIV 1 F","68.9","-","-","38","8","44","29","10","4","476","73","37","0"
"*06mw0*","Nikola Milenkovic","NOT","D","46","LHO","CHE 1<br/>@NOT 0 F","68.8","-","-","37","5","9","8","29","4","850","6","101","13"
"*06mow*","Jorgen Strand Larsen","WOL","F","47","LHO","BRF 1<br/>@WOL 1 F","68.69","-","-","35","14","21","34","6","4","294","27","67","0"
"*063q8*","Mikkel Damsgaard","BRF","M,F","48","OSW","BRF 1<br/>@WOL 1 F","68.65","-","-","38","2","63","7","44","2","1,062","77","12","0"
"*04mdn*","Anthony Gordon","NEW","F","49","RED","EVE 1<br/>@NEW 0 F","68.45","-","-","34","6","51","19","18","2","655","109","8","0"
"*05ogb*","Anthony Elanga","NOT","M,F","50","RED","CHE 1<br/>@NOT 0 F","68.35","-","-","38","6","50","24","14","1","491","72","24","0"
"*05ylx*","Dejan Kulusevski","TOT","M,F","51","FA","BHA 4<br/>@TOT 1 F","68.24","-","-","32","7","65","18","23","3","641","76","10","0"
"*05n07*","Pedro Porro","TOT","D","52","NIM","BHA 4<br/>@TOT 1 F","67.97","-","-","33","2","57","8","49","5","1,095","47","12","6"
"*05s08*","Valentino Livramento","NEW","D,M","53","ACB","EVE 1<br/>@NEW 0 F","67.87","-","-","37","0","26","2","36","1","1,182","60","27","11"
"*06do9*","Milos Kerkez","BOU","D","54","MOV","LEI 0<br/>@BOU 2 F","67.78","-","-","38","2","36","5","26","4","1,086","72","28","9"
"*05r34*","Amad Diallo","MUN","M,F","55","BAR","AVL 0<br/>@MUN 2 F","67.7","-","-","26","8","49","17","31","5","734","69","10","0"
"*0558w*","William Saliba","ARS","D","56","FA","ARS 2<br/>@SOU 1 F","67.49","-","-","35","2","7","3","37","5","2,409","29","62","13"
"*03rzp*","Antonee Robinson","FUL","D,M","57","ACB","MCI 2<br/>@FUL 0 F","67.47","-","-","36","0","43","2","61","8","1,318","58","52","5"
"*0414o*","James Maddison","TOT","M","59","FA","BHA 4<br/>@TOT 1 F","67.38","-","-","31","9","41","17","19","6","995","97","5","0"
"*06clt*","Justin Kluivert","BOU","M,F","60","W_W","LEI 0<br/>@BOU 2 F","67.28","-","-","34","12","45","29","11","8","551","69","8","0"
"*0427d*","James Tarkowski","EVE","D","61","FA","EVE 1<br/>@NEW 0 F","66.61","-","-","33","1","16","4","40","6","1,042","33","103","10"
"*04qr9*","Morgan Gibbs-White","NOT","M,F","62","SJB","CHE 1<br/>@NOT 0 F","66.52","-","-","34","7","51","22","22","12","979","71","41","0"
"*05opj*","Elliot Anderson","NOT","M","63","NIM","CHE 1<br/>@NOT 0 F","66.33","-","-","37","2","37","7","56","10","1,061","94","57","0"
"*05u1m*","Nathan Collins","BRF","D","64","KLI","BRF 1<br/>@WOL 1 F","66.19","-","-","38","2","10","6","24","5","1,693","37","119","8"
"*05r94*","Iliman Ndiaye","EVE","M,F","65","ACB","EVE 1<br/>@NEW 0 F","66.07","-","-","33","9","18","18","28","3","587","120","8","0"
"*04y92*","Bukayo Saka","ARS","M,F","66","NOAD","ARS 2<br/>@SOU 1 F","66.05","-","-","25","6","58","23","15","3","504","80","10","0"
"*05w9i*","Marc Cucurella","CHE","D","67","MOV","CHE 1<br/>@NOT 0 F","66.05","-","-","36","5","19","12","45","11","1,449","42","32","10"
"*03v9d*","Son Heung-Min","TOT","M,F","68","RED","BHA 4<br/>@TOT 1 F","65.99","-","-","30","7","50","26","9","1","700","57","6","0"
"*068lx*","Dango Ouattara","BOU","D,M,F","69","FA","LEI 0<br/>@BOU 2 F","65.59","-","-","32","7","35","20","26","3","326","58","46","0"
"*0520r*","Leandro Trossard","ARS","F","70","PMP","ARS 2<br/>@SOU 1 F","65.56","-","-","38","8","41","22","20","5","687","84","6","0"
"*05uht*","Morgan Rogers","AVL","M,F","71","SJB","AVL 0<br/>@MUN 2 F","65.55","-","-","37","8","52","20","22","10","651","117","13","0"
"*06cmm*","Dominik Szoboszlai","LIV","M","72","BAR","CRY 1<br/>@LIV 1 F","65.32","-","-","36","6","56","23","20","6","1,066","45","19","0"
"*05a6e*","Neco Williams","NOT","D,M","73","BAR","CHE 1<br/>@NOT 0 F","65.24","-","-","35","1","18","7","57","7","692","61","40","10"
"*052h5*","Gabriel Martinelli","ARS","M,F","74","BAR","ARS 2<br/>@SOU 1 F","65.21","-","-","33","8","40","25","15","1","466","54","17","0"
"*06p6j*","Evanilson","BOU","F","76","SJB","LEI 0<br/>@BOU 2 F","64.93","-","-","31","10","26","32","10","4","244","60","42","0"
"*05rb8*","Moises Caicedo","CHE","D,M","77","W_W","CHE 1<br/>@NOT 0 F","64.88","-","-","38","1","30","3","73","11","1,941","87","36","2"
"*050jq*","Marc Guehi","CRY","D","78","NIM","CRY 1<br/>@LIV 1 F","64.85","-","-","34","3","16","7","34","10","1,466","39","69","11"
"*05os9*","Thomas Partey","ARS","D,M","79","RED","ARS 2<br/>@SOU 1 F","64.75","-","-","35","4","20","9","53","4","1,631","55","28","0"
"*05ybq*","Vitalii Mykolenko","EVE","D","80","KLI","EVE 1<br/>@NEW 0 F","64.29","-","-","35","1","24","1","38","4","764","42","49","11"
"*05g2o*","Joao Pedro","BHA","M,F","81","NOAD","BHA 4<br/>@TOT 1 F","64.24","-","-","27","10","30","20","12","7","467","75","42","0"
"*068n8*","Noni Madueke","CHE","M,F","82","PMP","CHE 1<br/>@NOT 0 F","64.16","-","-","32","7","32","32","18","3","501","70","11","0"
"*06pia*","Maxence Lacroix","CRY","D","83","PMP","CRY 1<br/>@LIV 1 F","64.14","-","-","35","1","8","6","41","5","1,202","27","61","11"
"*067yv*","Cody Gakpo","LIV","M,F","84","W_W","CRY 1<br/>@LIV 1 F","64.1","-","-","35","10","38","23","16","5","458","62","17","0"
"*06fv8*","Mohammed Kudus","WHU","M,F","85","ACB","WHU 3<br/>@IPS 1 F","63.85","-","-","32","5","31","22","23","5","691","156","11","0"
"*05u7f*","Ibrahima Konate","LIV","D","86","ACB","CRY 1<br/>@LIV 1 F","63.79","-","-","31","1","10","4","26","5","1,713","23","75","12"
"*062p5*","Levi Colwill","CHE","D","87","BAR","CHE 1<br/>@NOT 0 F","63.71","-","-","35","2","15","4","34","9","2,328","27","83","10"
"*03fgo*","Dominic Solanke","TOT","F","88","FA","BHA 4<br/>@TOT 1 F","63.55","-","-","27","9","14","26","11","0","252","53","46","0"
"*06fwz*","Murillo","NOT","D","89","PMP","CHE 1<br/>@NOT 0 F","63.47","-","-","36","2","13","6","36","6","1,129","33","44","12"
"*060wh*","Alejandro Garnacho","MUN","M,F","90","PMP","AVL 0<br/>@MUN 2 F","63.27","-","-","36","6","37","30","18","3","625","69","3","0"
"*063zg*","Pervis Estupinan","BHA","D","91","ACB","BHA 4<br/>@TOT 1 F","63.14","-","-","30","1","26","9","43","5","1,155","39","46","5"
"*05oig*","Liam Delap","IPS","F","92","W_W","WHU 3<br/>@IPS 1 F","63.04","-","-","37","12","21","32","8","12","216","91","58","0"
"*04fk6*","Bernardo Silva","MCI","M","93","OSW","MCI 2<br/>@FUL 0 F","62.98","-","-","33","4","53","12","37","7","1,493","60","5","0"
"*0647t*","Lucas Paqueta","WHU","M,F","95","NOAD","WHU 3<br/>@IPS 1 F","62.56","-","-","33","4","36","6","37","10","1,109","83","48","0"
"*06pe1*","Mateus Goncalo Espanha Fernandes","SOU","M,F","96","W_W","ARS 2<br/>@SOU 1 F","62.46","-","-","36","2","34","14","48","8","1,045","104","15","0"
"*05gcp*","Tomas Soucek","WHU","M,F","97","LHO","WHU 3<br/>@IPS 1 F","62.35","-","-","35","9","14","18","21","8","710","31","101","0"
"*03frx*","Ola Aina","NOT","D,M","98","OSW","CHE 1<br/>@NOT 0 F","61.96","-","-","35","2","16","2","42","5","822","68","13","11"
"*052ca*","Ezri Konsa","AVL","D","99","LHO","AVL 0<br/>@MUN 2 F","61.96","-","-","34","2","6","5","18","1","1,523","55","31","9"
"*04agz*","Declan Rice","ARS","M","100","LHO","ARS 2<br/>@SOU 1 F","61.8","-","-","35","4","59","15","25","8","1,326","30","38","0"
"*062p3*","Keane Lewis-Potter","BRF","D,M,F","101","OSW","BRF 1<br/>@WOL 1 F","61.6","-","-","38","1","26","14","27","7","844","72","27","8"
"*05y9n*","Lewis Hall","NEW","D,M","102","FA","EVE 1<br/>@NEW 0 F","61.58","-","-","27","0","34","1","41","3","1,121","32","30","8"
"*06fwi*","Carlos Baleba","BHA","D,M","103","RED","BHA 4<br/>@TOT 1 F","61.39","-","-","34","3","21","11","46","9","1,143","81","39","0"
"*04yey*","Max Kilman","WHU","D","104","NIM","WHU 3<br/>@IPS 1 F","61.23","-","-","38","0","16","3","24","5","1,696","29","113","7"
"*0521z*","James Justin","LEI","D,M","105","NIM","LEI 0<br/>@BOU 2 F","61.16","-","-","36","2","14","7","37","6","963","53","69","3"
"*05nzu*","Gabriel Magalhaes","ARS","D","106","FA","ARS 2<br/>@SOU 1 F","60.99","-","-","28","3","13","5","15","4","1,477","23","55","10"
"*02lsa*","Dan Burn","NEW","D","107","SJB","EVE 1<br/>@NEW 0 F","60.63","-","-","37","1","9","7","24","11","1,767","15","148","13"
"*04u41*","Mateo Kovacic","MCI","M","109","ACB","MCI 2<br/>@FUL 0 F","60.26","-","-","31","6","33","12","38","8","1,742","48","10","0"
"*06fvn*","Beto","EVE","F","110","OSW","EVE 1<br/>@NEW 0 F","60.15","-","-","30","8","12","23","6","2","155","42","99","0"
"*06cms*","Sandro Tonali","NEW","M","111","LHO","EVE 1<br/>@NEW 0 F","60.15","-","-","36","4","28","12","32","5","1,257","69","12","0"
"*05r9b*","Martin Odegaard","ARS","M","112","W_W","ARS 2<br/>@SOU 1 F","59.68","-","-","30","3","63","17","11","4","1,207","48","8","0"
"*05oh0*","Jan-Paul van Hecke","BHA","D","113","SJB","BHA 4<br/>@TOT 1 F","59.6","-","-","34","1","15","5","29","9","2,004","29","83","8"
"*05tr8*","Christian Norgaard","BRF","M","114","MOV","BRF 1<br/>@WOL 1 F","59.45","-","-","34","5","18","16","49","11","1,153","35","52","0"
"*06dmj*","Jurrien Timber","ARS","D","115","MOV","ARS 2<br/>@SOU 1 F","59.43","-","-","30","1","17","4","38","7","1,039","53","22","11"
"*03am7*","Jacob Murphy","NEW","M,F","116","MOV","EVE 1<br/>@NEW 0 F","59.16","-","-","35","8","42","15","19","4","637","50","5","0"
"*04mi4*","Callum Hudson-Odoi","NOT","M,F","117","NIM","CHE 1<br/>@NOT 0 F","59.12","-","-","31","5","44","17","14","2","669","62","3","0"
"*04abn*","Harvey Barnes","NEW","M,F","118","NIM","EVE 1<br/>@NEW 0 F","59.11","-","-","33","9","26","21","9","0","450","46","7","0"
"*04qfz*","Diogo Dalot","MUN","D,M","119","OSW","AVL 0<br/>@MUN 2 F","59.11","-","-","33","0","26","5","40","5","1,151","36","38","6"
"*04tm0*","Lucas Digne","AVL","D","120","FA","AVL 0<br/>@MUN 2 F","58.81","-","-","32","0","36","3","38","4","811","25","39","7"
"*04tig*","Fabian Schar","NEW","D","121","ACB","EVE 1<br/>@NEW 0 F","58.68","-","-","34","4","5","11","21","12","1,641","23","59","12"
"*05o6h*","Kai Havertz","ARS","M,F","122","RED","ARS 2<br/>@SOU 1 F","58.58","-","-","23","9","17","21","9","5","400","32","65","0"
"*05yg5*","Toti","WOL","D","124","LHO","BRF 1<br/>@WOL 1 F","58.13","-","-","31","0","9","3","43","7","1,441","35","53","8"
"*061ya*","Brennan Johnson","TOT","M,F","125","FA","BHA 4<br/>@TOT 1 F","58.07","-","-","33","11","19","20","26","5","433","45","7","0"
"*03dyk*","Jamie Vardy","LEI","F","126","FA","LEI 0<br/>@BOU 2 F","58","-","-","35","9","19","26","13","5","257","34","51","0"
"*04abb*","Phil Foden","MCI","M,F","127","FA","MCI 2<br/>@FUL 0 F","57.94","-","-","28","7","43","16","5","2","755","48","3","0"
"*0554i*","Joelinton","NEW","M,F","128","FA","EVE 1<br/>@NEW 0 F","57.93","-","-","29","4","23","14","35","10","846","50","59","0"
"*06fup*","Jeremy Doku","MCI","M,F","129","KLI","MCI 2<br/>@FUL 0 F","57.89","-","-","29","3","32","9","22","1","591","140","0","0"
"*06p4k*","Matthijs de Ligt","MUN","D","130","FA","AVL 0<br/>@MUN 2 F","57.87","-","-","29","2","6","10","22","3","1,238","14","58","8"
"*04mup*","Trevoh Chalobah","CHE/CRY","D","131","PMP","CHE 1<br/>@NOT 0 F","57.68","-","-","25","3","8","7","23","3","944","30","45","7"
"*068yi*","Illia Zabarnyi","BOU","D","132","OSW","LEI 0<br/>@BOU 2 F","57.49","-","-","36","0","12","1","36","7","1,403","13","77","9"
"*06mvz*","Savio","MCI","M,F","133","PMP","MCI 2<br/>@FUL 0 F","57.28","-","-","29","1","46","21","17","3","666","80","1","0"
"*04hk9*","Mikel Merino","NEW/ARS","M,F","134","MOV","ARS 2<br/>@SOU 1 F","57.05","-","-","28","7","17","15","28","5","446","32","60","0"
"*02oox*","Kevin De Bruyne","MCI","M,F","135","MOV","MCI 2<br/>@FUL 0 F","57.05","-","-","28","4","57","18","9","2","853","31","5","0"
"*0639x*","Marcus Tavernier","BOU","M","136","OSW","LEI 0<br/>@BOU 2 F","56.92","-","-","29","3","43","17","24","6","636","56","26","0"
"*02lnx*","Danny Welbeck","BHA","M,F","137","PMP","BHA 4<br/>@TOT 1 F","56.89","-","-","30","10","23","24","16","5","415","36","17","0"
"*05akv*","Tyrick Mitchell","CRY","D,M","138","W_W","CRY 1<br/>@LIV 1 F","56.84","-","-","37","0","41","3","55","2","754","41","20","0"
"*06c6g*","Yankuba Minteh","BHA","M,F","139","RED","BHA 4<br/>@TOT 1 F","56.82","-","-","32","6","29","16","35","6","305","57","18","1"
"*062oq*","Joe Ayodele-Aribo","SOU","D,M","140","FA","ARS 2<br/>@SOU 1 F","56.78","-","-","32","3","16","7","33","1","923","49","26","0"
"*068yd*","Joao Gomes","WOL","M,F","141","MOV","BRF 1<br/>@WOL 1 F","56.54","-","-","36","3","23","7","71","12","1,357","77","11","0"
"*05220*","Sepp van den Berg","LIV/BRF","D","142","PMP","BRF 1<br/>@WOL 1 F","56.52","-","-","31","0","6","6","24","3","1,036","9","94","6"
"*05w7t*","Pape Sarr","TOT","M","143","FA","BHA 4<br/>@TOT 1 F","56.25","-","-","36","3","15","13","36","6","874","46","34","0"
"*06nv2*","Dean Huijsen","BOU","D","145","RED","LEI 0<br/>@BOU 2 F","55.55","-","-","32","3","15","4","26","10","1,348","12","68","8"
"*05ubv*","Omari Hutchinson","IPS","M,F","146","KLI","WHU 3<br/>@IPS 1 F","55.43","-","-","31","3","31","19","13","5","665","97","7","0"
"*0435t*","Ilkay Gundogan","MCI","M","147","NOAD","MCI 2<br/>@FUL 0 F","55.27","-","-","33","1","44","7","13","1","1,509","44","14","0"
"*06cm1*","Nicolas Jackson","CHE","F","148","FA","CHE 1<br/>@NOT 0 F","55.22","-","-","30","10","28","35","13","10","299","47","22","0"
"*03rxa*","Idrissa Gueye","EVE","M","149","RED","EVE 1<br/>@NEW 0 F","54.87","-","-","37","0","19","5","80","9","1,220","64","25","0"
"*0554g*","Calvin Bassey","FUL","D","150","FA","MCI 2<br/>@FUL 0 F","54.67","-","-","35","1","3","4","34","7","1,926","47","44","5"
"*03zsq*","Kyle Walker-Peters","SOU","D,M","151","FA","ARS 2<br/>@SOU 1 F","54.66","-","-","33","0","24","6","29","5","1,353","90","11","1"
"*03u2b*","Adama Traore","FUL","M,F","152","FA","MCI 2<br/>@FUL 0 F","54.62","-","-","36","2","42","12","13","3","393","80","25","0"
"*05nil*","Leif Davis","IPS","D","153","SJB","WHU 3<br/>@IPS 1 F","54.56","-","-","33","1","61","2","27","8","765","44","35","2"
"*06phv*","Bilal El Khannouss","LEI","M,F","154","PMP","LEI 0<br/>@BOU 2 F","54.52","-","-","32","2","42","7","30","4","767","47","19","0"
"*03gu5*","Andrew Robertson","LIV","D","155","PMP","CRY 1<br/>@LIV 1 F","54.39","-","-","33","0","40","3","22","6","1,356","15","7","12"
"*063y7*","Destiny Udogie","TOT","D","156","FA","BHA 4<br/>@TOT 1 F","54.35","-","-","25","0","16","1","47","2","841","51","13","4"
"*02m11*","Matt Doherty","WOL","D,M","157","FA","BRF 1<br/>@WOL 1 F","54.34","-","-","30","2","12","3","21","6","1,031","22","56","8"
"*061vn*","Rodrigo Muniz","FUL","F","158","FA","MCI 2<br/>@FUL 0 F","54.3","-","-","31","8","7","19","5","1","92","37","67","0"
"*06fxe*","Ryan Gravenberch","LIV","M","159","LHO","CRY 1<br/>@LIV 1 F","54.29","-","-","37","0","26","5","35","9","1,704","89","26","0"
"*062ts*","Djed Spence","TOT","D","160","OSW","BHA 4<br/>@TOT 1 F","53.78","-","-","25","1","11","3","34","5","849","60","21","6"
